User_ID;Smartphone_Adoption;Payment_Method;Website_Activity;Bought_Digital_Media_18Mo;Gender;Bought_Electronics_12Mo;Bought_Digital;Browsed_Electronics_12Mo;Marital_Status;Age
2963;Late Majority;Monthly Billing;Regular;Yes;M;No;Yes;Yes;M;66
2964;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;52
2965;Late Majority;Monthly Billing;Frequent;No;F;No;Yes;Yes;M;16
2966;Late Majority;Monthly Billing;Regular;No;M;No;Yes;Yes;S;45
2967;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;M;20
2968;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;62
2969;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;S;66
2970;Late Majority;Credit Card;Regular;Yes;F;Yes;No;Yes;S;32
2971;Late Majority;Monthly Billing;Frequent;Yes;M;No;Yes;Yes;S;48
2972;Late Majority;Bank Transfer;Regular;Yes;F;No;No;Yes;S;43
2973;Late Majority;Bank Transfer;Regular;No;M;No;Yes;Yes;S;61
2974;Late Majority;Credit Card;Regular;Yes;M;Yes;No;Yes;M;46
2975;Late Majority;Bank Transfer;Regular;No;F;Yes;Yes;Yes;M;44
2976;Late Majority;Website Account;Seldom;No;F;No;No;Yes;M;64
2977;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;40
2978;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;66
2979;Late Majority;Credit Card;Seldom;No;F;No;Yes;Yes;M;16
2980;Late Majority;Bank Transfer;Regular;No;F;Yes;Yes;Yes;M;66
2981;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;66
2982;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;S;45
2983;Late Majority;Credit Card;Regular;Yes;M;Yes;No;Yes;S;65
2984;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;S;66
2985;Late Majority;Bank Transfer;Regular;Yes;F;Yes;No;Yes;S;20
2986;Late Majority;Website Account;Frequent;Yes;M;Yes;No;Yes;M;48
2987;Late Majority;Website Account;Regular;Yes;M;No;No;Yes;M;66
2988;Late Majority;Website Account;Seldom;No;M;Yes;Yes;Yes;S;35
2989;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;No;Yes;M;66
2990;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;S;39
2991;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;62
2992;Late Majority;Website Account;Frequent;Yes;M;No;Yes;Yes;M;66
2993;Late Majority;Credit Card;Seldom;Yes;F;Yes;Yes;Yes;M;45
2994;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;48
2995;Late Majority;Monthly Billing;Regular;Yes;F;Yes;No;Yes;M;40
2996;Late Majority;Credit Card;Regular;No;F;No;Yes;Yes;M;26
2997;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;66
2998;Late Majority;Website Account;Regular;Yes;F;Yes;Yes;Yes;M;29
2999;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;Yes;Yes;M;40
3000;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;M;34
3001;Late Majority;Bank Transfer;Regular;No;F;Yes;Yes;Yes;M;29
3002;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;S;48
3003;Late Majority;Monthly Billing;Regular;No;M;Yes;Yes;Yes;M;66
3004;Late Majority;Credit Card;Frequent;No;M;No;Yes;No;M;46
3005;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;28
3006;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;M;66
3007;Late Majority;Website Account;Regular;Yes;M;No;No;Yes;S;29
3008;Late Majority;Website Account;Seldom;Yes;F;Yes;No;Yes;S;35
3009;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;47
3010;Late Majority;Website Account;Seldom;No;F;No;Yes;Yes;M;47
3011;Late Majority;Credit Card;Seldom;Yes;F;Yes;No;Yes;M;16
3012;Late Majority;Monthly Billing;Frequent;No;M;Yes;Yes;Yes;S;66
3013;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;No;Yes;S;42
3014;Late Majority;Website Account;Seldom;No;F;Yes;Yes;No;S;63
3015;Late Majority;Website Account;Regular;No;F;Yes;No;Yes;M;28
3016;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;S;50
3017;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;S;66
3018;Late Majority;Bank Transfer;Regular;Yes;F;No;No;Yes;S;41
3019;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;56
3020;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;50
3021;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;M;24
3022;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;44
3023;Late Majority;Credit Card;Seldom;No;F;No;Yes;Yes;M;66
3024;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;16
3025;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;35
3026;Late Majority;Credit Card;Seldom;Yes;M;No;Yes;Yes;S;56
3027;Late Majority;Website Account;Regular;No;M;No;Yes;Yes;M;66
3028;Late Majority;Website Account;Frequent;No;F;Yes;Yes;Yes;M;65
3029;Late Majority;Bank Transfer;Seldom;No;M;No;Yes;Yes;S;66
3030;Late Majority;Bank Transfer;Frequent;Yes;F;No;Yes;Yes;S;65
3031;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;M;18
3032;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;M;18
3033;Late Majority;Bank Transfer;Frequent;No;F;Yes;No;Yes;S;66
3034;Late Majority;Monthly Billing;Seldom;Yes;M;No;No;Yes;S;66
3035;Late Majority;Website Account;Frequent;Yes;F;No;No;Yes;S;34
3036;Late Majority;Monthly Billing;Seldom;Yes;M;No;Yes;Yes;M;62
3037;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;29
3038;Late Majority;Bank Transfer;Regular;No;F;No;No;Yes;M;56
3039;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;S;55
3040;Late Majority;Credit Card;Regular;No;M;Yes;No;Yes;M;62
3041;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;S;35
3042;Late Majority;Monthly Billing;Regular;Yes;M;Yes;No;Yes;S;37
3043;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;S;16
3044;Late Majority;Website Account;Seldom;Yes;F;No;Yes;Yes;M;43
3045;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;M;44
3046;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;S;41
3047;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;45
3048;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;33
3049;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;66
3050;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;35
3051;Late Majority;Credit Card;Regular;Yes;M;Yes;Yes;Yes;S;47
3052;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;57
3053;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;No;Yes;M;57
3054;Late Majority;Monthly Billing;Regular;Yes;M;Yes;Yes;Yes;M;59
3055;Late Majority;Website Account;Seldom;No;F;No;No;Yes;M;45
3056;Late Majority;Bank Transfer;Seldom;No;M;No;Yes;Yes;S;33
3057;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;No;Yes;M;33
3058;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;51
3059;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;34
3060;Late Majority;Monthly Billing;Regular;Yes;M;No;Yes;Yes;S;50
3061;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;S;65
3062;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;S;66
3063;Late Majority;Monthly Billing;Regular;No;F;No;No;Yes;S;66
3064;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;66
3065;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;66
3066;Late Majority;Monthly Billing;Frequent;Yes;M;Yes;No;Yes;S;16
3067;Late Majority;Monthly Billing;Seldom;No;M;No;No;Yes;M;25
3068;Late Majority;Bank Transfer;Seldom;No;F;Yes;No;Yes;S;55
3069;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;Yes;Yes;S;66
3070;Late Majority;Website Account;Regular;Yes;F;No;No;Yes;M;28
3071;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;16
3072;Late Majority;Monthly Billing;Frequent;Yes;M;Yes;Yes;Yes;M;59
3073;Late Majority;Website Account;Seldom;Yes;F;No;No;Yes;M;66
3074;Late Majority;Website Account;Seldom;No;F;Yes;Yes;Yes;M;66
3075;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;44
3076;Late Majority;Credit Card;Seldom;Yes;F;Yes;No;Yes;S;27
3077;Late Majority;Website Account;Seldom;Yes;F;Yes;No;Yes;S;16
3078;Late Majority;Monthly Billing;Regular;Yes;M;Yes;No;Yes;S;19
3079;Late Majority;Monthly Billing;Regular;Yes;F;No;No;Yes;S;63
3080;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;55
3081;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;48
3082;Late Majority;Bank Transfer;Seldom;No;F;No;No;Yes;M;51
3083;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;S;39
3084;Late Majority;Bank Transfer;Seldom;No;M;No;Yes;Yes;S;53
3085;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;16
3086;Late Majority;Monthly Billing;Seldom;Yes;F;No;Yes;Yes;M;18
3087;Late Majority;Bank Transfer;Seldom;No;F;No;No;Yes;M;32
3088;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;No;Yes;M;51
3089;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;No;M;66
3090;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;52
3091;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;S;66
3092;Late Majority;Credit Card;Seldom;Yes;M;Yes;Yes;Yes;S;20
3093;Late Majority;Monthly Billing;Seldom;No;F;Yes;No;Yes;M;19
3094;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;M;48
3095;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;20
3096;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;M;48
3097;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;59
3098;Late Majority;Website Account;Seldom;No;M;Yes;No;Yes;M;66
3099;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;36
3100;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;57
3101;Late Majority;Website Account;Frequent;No;F;Yes;No;Yes;S;62
3102;Late Majority;Website Account;Seldom;Yes;M;Yes;No;Yes;S;17
3103;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;16
3104;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;M;65
3105;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;31
3106;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;S;29
3107;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;66
3108;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;S;63
3109;Late Majority;Website Account;Regular;No;M;Yes;Yes;Yes;M;16
3110;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;66
3111;Late Majority;Website Account;Regular;Yes;F;No;Yes;Yes;M;40
3112;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;66
3113;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;66
3114;Late Majority;Bank Transfer;Frequent;Yes;M;No;Yes;Yes;M;66
3115;Late Majority;Credit Card;Frequent;Yes;F;No;Yes;No;M;46
3116;Late Majority;Website Account;Seldom;No;F;No;Yes;Yes;M;25
3117;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;35
3118;Late Majority;Monthly Billing;Frequent;No;F;No;No;Yes;M;55
3119;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;66
3120;Late Majority;Website Account;Seldom;No;F;No;Yes;Yes;M;66
3121;Late Majority;Website Account;Frequent;No;M;Yes;Yes;Yes;M;63
3122;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;43
3123;Late Majority;Monthly Billing;Regular;Yes;M;No;Yes;Yes;S;61
3124;Late Majority;Website Account;Seldom;No;F;No;No;Yes;M;45
3125;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;S;42
3126;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;35
3127;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;Yes;Yes;M;63
3128;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;51
3129;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;S;16
3130;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;S;32
3131;Late Majority;Website Account;Seldom;Yes;M;Yes;No;Yes;S;66
3132;Late Majority;Bank Transfer;Frequent;Yes;M;No;Yes;Yes;M;33
3133;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;59
3134;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;58
3135;Late Majority;Website Account;Regular;Yes;F;Yes;Yes;Yes;S;28
3136;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;S;37
3137;Late Majority;Website Account;Regular;Yes;M;Yes;Yes;Yes;M;16
3138;Late Majority;Monthly Billing;Seldom;Yes;F;No;Yes;Yes;S;25
3139;Late Majority;Credit Card;Regular;Yes;F;No;No;Yes;S;16
3140;Late Majority;Website Account;Seldom;Yes;F;No;No;Yes;S;43
3141;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;59
3142;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;66
3143;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;40
3144;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;66
3145;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;S;51
3146;Late Majority;Bank Transfer;Regular;No;M;Yes;No;No;M;26
3147;Late Majority;Monthly Billing;Frequent;Yes;F;Yes;No;Yes;M;19
3148;Late Majority;Monthly Billing;Seldom;No;F;No;No;Yes;M;16
3149;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;59
3150;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;41
3151;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;M;52
3152;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;21
3153;Late Majority;Credit Card;Seldom;Yes;M;Yes;Yes;Yes;M;66
3154;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;43
3155;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;M;53
3156;Late Majority;Bank Transfer;Regular;Yes;M;No;No;No;M;16
3157;Late Majority;Monthly Billing;Seldom;Yes;F;No;No;Yes;S;66
3158;Late Majority;Monthly Billing;Regular;Yes;M;No;No;Yes;S;19
3159;Late Majority;Website Account;Regular;No;M;No;Yes;Yes;S;51
3160;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;16
3161;Late Majority;Website Account;Seldom;Yes;M;Yes;No;Yes;S;42
3162;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;18
3163;Late Majority;Bank Transfer;Regular;Yes;F;Yes;No;Yes;S;23
3164;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;No;Yes;S;31
3165;Late Majority;Credit Card;Seldom;Yes;F;Yes;No;Yes;M;26
3166;Late Majority;Website Account;Regular;No;M;No;No;Yes;S;16
3167;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;Yes;Yes;S;53
3168;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;39
3169;Late Majority;Website Account;Seldom;Yes;M;Yes;Yes;Yes;M;36
3170;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;Yes;Yes;S;64
3171;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;49
3172;Late Majority;Website Account;Seldom;Yes;M;Yes;Yes;Yes;S;66
3173;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;S;42
3174;Late Majority;Website Account;Regular;Yes;F;No;Yes;Yes;S;34
3175;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;M;18
3176;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;63
3177;Late Majority;Website Account;Seldom;Yes;F;No;Yes;Yes;S;50
3178;Late Majority;Monthly Billing;Seldom;Yes;M;No;Yes;Yes;S;66
3179;Late Majority;Monthly Billing;Seldom;No;F;No;No;Yes;M;37
3180;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;S;47
3181;Late Majority;Website Account;Seldom;Yes;M;Yes;No;Yes;S;38
3182;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;M;66
3183;Late Majority;Website Account;Frequent;Yes;F;No;Yes;Yes;M;18
3184;Late Majority;Credit Card;Seldom;Yes;M;No;No;Yes;M;47
3185;Late Majority;Bank Transfer;Seldom;No;F;No;Yes;Yes;S;66
3186;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;52
3187;Late Majority;Website Account;Regular;No;F;No;Yes;Yes;S;29
3188;Late Majority;Bank Transfer;Frequent;Yes;F;No;Yes;Yes;S;66
3189;Late Majority;Website Account;Seldom;No;F;No;No;Yes;S;66
3190;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;43
3191;Late Majority;Bank Transfer;Regular;No;F;Yes;Yes;Yes;M;46
3192;Late Majority;Website Account;Seldom;No;F;No;No;Yes;S;66
3193;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;Yes;Yes;S;66
3194;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;20
3195;Late Majority;Website Account;Seldom;Yes;M;Yes;Yes;Yes;M;66
3196;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;49
3197;Late Majority;Credit Card;Seldom;No;M;No;Yes;Yes;S;55
3198;Late Majority;Website Account;Frequent;No;M;Yes;Yes;Yes;M;66
3199;Late Majority;Bank Transfer;Regular;No;F;No;Yes;Yes;S;66
3200;Late Majority;Website Account;Regular;No;M;No;No;Yes;M;66
3201;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;21
3202;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;43
3203;Late Majority;Bank Transfer;Frequent;Yes;M;No;Yes;Yes;M;49
3204;Late Majority;Credit Card;Regular;Yes;M;No;No;No;S;44
3205;Late Majority;Monthly Billing;Regular;Yes;F;No;No;Yes;S;66
3206;Late Majority;Website Account;Frequent;Yes;M;No;Yes;Yes;S;43
3207;Late Majority;Bank Transfer;Frequent;No;M;Yes;Yes;Yes;S;57
3208;Late Majority;Monthly Billing;Regular;Yes;M;No;Yes;Yes;M;61
3209;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;49
3210;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;22
3211;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;S;18
3212;Late Majority;Credit Card;Regular;Yes;M;No;Yes;Yes;M;17
3213;Late Majority;Credit Card;Regular;Yes;M;Yes;No;Yes;S;28
3214;Late Majority;Website Account;Regular;Yes;F;Yes;No;Yes;M;58
3215;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;S;64
3216;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;M;42
3217;Late Majority;Bank Transfer;Seldom;No;F;Yes;Yes;Yes;M;64
3218;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;S;32
3219;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;M;66
3220;Late Majority;Credit Card;Seldom;Yes;F;No;Yes;Yes;S;34
3221;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;Yes;No;S;66
3222;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;S;19
3223;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;36
3224;Late Majority;Website Account;Seldom;No;M;No;Yes;Yes;M;25
3225;Late Majority;Website Account;Regular;Yes;M;No;No;Yes;M;59
3226;Late Majority;Monthly Billing;Seldom;Yes;F;No;No;No;M;60
3227;Late Majority;Website Account;Regular;No;M;Yes;Yes;Yes;S;57
3228;Late Majority;Website Account;Regular;No;F;Yes;Yes;Yes;M;24
3229;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;66
3230;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;M;66
3231;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;51
3232;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;50
3233;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;S;33
3234;Late Majority;Bank Transfer;Frequent;No;F;Yes;Yes;Yes;S;53
3235;Late Majority;Credit Card;Seldom;Yes;M;No;No;Yes;S;44
3236;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;46
3237;Late Majority;Website Account;Regular;No;F;Yes;Yes;Yes;M;16
3238;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;50
3239;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;66
3240;Late Majority;Website Account;Seldom;No;F;Yes;No;Yes;M;35
3241;Late Majority;Website Account;Seldom;No;F;Yes;Yes;Yes;M;66
3242;Late Majority;Website Account;Regular;Yes;F;Yes;No;Yes;S;47
3243;Late Majority;Credit Card;Seldom;Yes;M;No;Yes;Yes;M;45
3244;Late Majority;Monthly Billing;Seldom;Yes;M;No;Yes;Yes;S;30
3245;Late Majority;Bank Transfer;Seldom;No;F;No;Yes;Yes;M;46
3246;Late Majority;Website Account;Regular;No;F;Yes;Yes;Yes;S;64
3247;Late Majority;Monthly Billing;Regular;Yes;M;Yes;Yes;Yes;S;61
3248;Late Majority;Credit Card;Seldom;Yes;F;No;Yes;Yes;M;58
3249;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;S;52
3250;Late Majority;Credit Card;Regular;No;M;Yes;Yes;No;M;25
3251;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;S;60
3252;Late Majority;Monthly Billing;Seldom;No;F;No;No;Yes;M;26
3253;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;S;62
3254;Late Majority;Monthly Billing;Regular;Yes;M;Yes;No;No;M;21
3255;Late Majority;Credit Card;Seldom;Yes;M;Yes;Yes;Yes;S;66
3256;Late Majority;Monthly Billing;Frequent;Yes;M;Yes;Yes;No;M;32
3257;Late Majority;Bank Transfer;Seldom;No;F;Yes;Yes;Yes;M;16
3258;Late Majority;Credit Card;Seldom;Yes;F;No;Yes;Yes;M;42
3259;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;M;66
3260;Late Majority;Website Account;Regular;Yes;M;Yes;Yes;Yes;S;57
3261;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;53
3262;Late Majority;Credit Card;Seldom;Yes;F;No;No;Yes;M;47
3263;Late Majority;Credit Card;Seldom;Yes;F;Yes;No;Yes;M;66
3264;Late Majority;Website Account;Frequent;Yes;F;Yes;No;Yes;S;17
3265;Late Majority;Bank Transfer;Regular;No;M;No;Yes;Yes;S;61
3266;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;S;16
3267;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;S;66
3268;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;M;24
3269;Late Majority;Website Account;Regular;Yes;M;Yes;Yes;Yes;S;16
3270;Late Majority;Credit Card;Regular;Yes;F;Yes;No;Yes;M;46
3271;Late Majority;Monthly Billing;Seldom;No;F;No;No;Yes;S;37
3272;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;No;S;62
3273;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;36
3274;Late Majority;Bank Transfer;Regular;Yes;F;No;No;Yes;S;62
3275;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;28
3276;Late Majority;Monthly Billing;Regular;Yes;F;Yes;No;Yes;S;63
3277;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;S;55
3278;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;S;47
3279;Late Majority;Website Account;Seldom;No;M;No;Yes;Yes;M;43
3280;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;41
3281;Late Majority;Bank Transfer;Frequent;Yes;M;No;Yes;Yes;M;64
3282;Late Majority;Bank Transfer;Regular;No;F;Yes;Yes;Yes;M;27
3283;Late Majority;Website Account;Seldom;Yes;M;Yes;No;Yes;S;66
3284;Late Majority;Website Account;Regular;Yes;F;No;Yes;Yes;M;63
3285;Late Majority;Monthly Billing;Seldom;No;F;No;Yes;Yes;M;43
3286;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;59
3287;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;S;16
3288;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;45
3289;Late Majority;Website Account;Seldom;Yes;M;Yes;Yes;Yes;S;16
3290;Late Majority;Website Account;Frequent;Yes;M;No;No;Yes;M;27
3291;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;16
3292;Late Majority;Website Account;Regular;Yes;M;Yes;Yes;Yes;S;57
3293;Late Majority;Credit Card;Seldom;No;F;Yes;No;No;M;18
3294;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;S;40
3295;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;S;31
3296;Late Majority;Bank Transfer;Regular;No;F;Yes;Yes;Yes;M;66
3297;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;M;37
3298;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;66
3299;Late Majority;Website Account;Frequent;Yes;F;Yes;Yes;Yes;M;63
3300;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;46
3301;Late Majority;Website Account;Regular;No;F;No;Yes;Yes;M;66
3302;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;M;44
3303;Late Majority;Bank Transfer;Regular;Yes;F;No;No;Yes;M;27
3304;Late Majority;Website Account;Seldom;Yes;F;Yes;Yes;Yes;M;16
3305;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;M;66
3306;Late Majority;Website Account;Seldom;No;M;Yes;No;Yes;M;62
3307;Late Majority;Website Account;Regular;Yes;F;No;No;Yes;M;66
3308;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;29
